brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,Price,Sale Product Count,Total Sales,Available Stock
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,050.66 ",44,46229.04,398
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $801.99 ,64,51327.36,324
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $459.99 ,28,12879.72,120
Dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,1000 GB,Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3080,,, $589.99 ,37,21829.63,480
HP,HP Omen,17.3 Inches,Shadow Black,2 TB,Core i7 Family,64 GB,Windows 10 Pro,"High Definition Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,," $2,815.30 ",58,163287.4,193
Lenovo,Lenovo Thinkpad,14 Inches,Black,,Core i5,8 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics 620,1.7 GHz,1," $4,277.34 ",53,226699.02,448
Lenovo,,15.6 Inches,Platinum Gray,1 TB,Core i3,8 GB,Windows 10,,,,2.2 GHz,3.8, $159.95 ,62,9916.9,219
Lenovo,,,Black,1.92 TB,,,,Portable,,,,, $389.99 ,60,23399.4,455
Dell,XPS 9305 Laptop,13.3 Inches,Platinum Silver,256 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $899.99 ,18,16199.82,171
Dell,Latitude 9330 2-in-1,13.3 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,, $459.99 ,28,12879.72,475
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $1,599.00 ",25,39975,238
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $589.99 ,37,21829.63,287
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4," $1,699.00 ",25,42475,254
Lenovo,T420,14 Inches,,320 GB,Core i5,4 GB,Windows 7,HD Audio,Integrated,ATI Mobility Radeon 7500,,3.9, $589.99 ,50,29499.5,229
Dell,Dell Latitude 5520,15.6 Inches,Silver,2 TB,Intel Core i5,32 GB,Windows 11 Home,,Dedicated,Intel Iris Xe Graphics,,4.2," $1,470.77 ",34,50006.18,385
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $639.99 ,12,7679.88,342
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $195.00 ,55,10725,471
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $589.99 ,53,31269.47,402
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $620.64 ,42,26066.88,97
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $2,013.50 ",30,60405,322
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $389.99 ,14,5459.86,187
Dell,Vostro 7620 Laptop,16 Inches,Black,1000 GB,Core i7,24 GB,Windows 10 Pro,,Integrated,NVIDIA GeForce RTX 3050,,, $401.99 ,44,17687.56,338
Gigabyte,AORUS 15G XC-8US2430SH,15 Inches,Black,512 GB,Intel Mobile CPU,32 GB,Windows 10 Home,Anti-glare,Dedicated,,,4.1, $899.99 ,59,53099.41,252
Dell,Inspiron 3515 Laptop,15.6 Inches,Platinum Silver,256 GB,AMD Ryzen 7,8 GB,Windows 11 Home,,Integrated,AMD Integrated Graphics,,, $389.99 ,48,18719.52,138
Lenovo,ThinkPad T15p Gen 3,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11,Anti-glare Screen,GeForce RTX 3050,,,," $1,699.00 ",21,35679,129
Lenovo,ThinkPad L14 Gen 3,14 Inches,,512 GB,Core i7,16 GB,Windows 11,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,,, $219.00 ,23,5037,375
ASUS,ROG Strix G15,15.6 Inches,Black,512 GB,Corei7-10750H,16 GB,Windows 10 Home,,Dedicated,NVIDIA ® GeForce RTX™ 2060,,4.4, $399.00 ,15,5985,453
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $2,249.99 ",41,92249.59,151
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7," $3,378.36 ",12,40540.32,444
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4," $1,366.99 ",19,25972.81,328
Dell,Dell Latitude,14 Inches,,512 GB,Core i7,16 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics 620,1.9 GHz,, $534.87 ,46,24604.02,218
Dell,Dell XPS 15 9520,15.6 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3050 Ti,,, $639.99 ,22,14079.78,387
HP,HP Omen 16 Gaming Laptop,16.1 Inches,Shadow Black,4 TB,Core i7 Family,64 GB,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,," $1,699.00 ",63,107037,208
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $2,999.00 ",32,95968,291
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,," $1,599.00 ",65,103935,228
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $1,320.86 ",28,36984.08,321
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $839.00 ,20,16780,476
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $289.99 ,51,14789.49,169
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,42,24779.58,329
Lenovo,ThinkPad X1 Yoga Gen 7,14 Inches,,512 GB,Core i7,16 GB,Windows 11,Information Not Available,Iris Xe Graphics,Intel Iris Xe Graphics,,," $1,599.00 ",43,68757,166
Dell,Dell Precision 7760 Laptop,17 Inches,Silver,2 TB,Intel Core i9,64 GB,Windows 11 Pro,,Dedicated,NVIDIA RTX A3000 6GB GDDR6,,, $589.99 ,53,31269.47,217
Latitude,E7440,14 Inches,,256 GB,Core i5,8 GB,Windows 10,Backlit Keyboard,Integrated,Intel HD Graphics,,2.7, $589.99 ,42,24779.58,197
Dell,XPS 15 7590,15.6 Inches,,512 GB,,16 GB,Windows 10 Pro,,Dedicated,NVIDIA GeForce GTX 1650,4.5 GHz,3.6, $602.47 ,17,10241.99,92
Dell,XPS 9520 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i9,64 GB,Windows 11 Pro,,Integrated,NVIDIA GeForce RTX 3050 Ti,,, $589.99 ,31,18289.69,242
Dell,Latitude 3340,13.3 Inches,,500 GB,Core i3,4 GB,Windows 7 Professional,Memory Card Slot,Integrated,Intel HD Graphics 4400,,3.3, $589.99 ,39,23009.61,173
Lenovo,Lenovo ThinkBook Plus,13.3 Inches,Iron Gray,512 GB,Core i7,16 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics,,1," $1,044.77 ",47,49104.19,193
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $1,944.65 ",48,93343.2,387
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7," $1,436.81 ",62,89082.22,90
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4," $1,246.60 ",21,26178.6,183
Dell,Latitude 5430 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,, $389.99 ,17,6629.83,409
Dell,Latitude 5420,14 Inches,Gray,1 TB,Core i5 Family,64 GB,Windows 11 Pro,,Integrated,Intel UHD Graphics,,4.5, $589.99 ,38,22419.62,490
HP,Dragonfly Folio G3,13.5 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,"Corning Gorilla Glass 7, Miracast Technology",Iris Xe Graphics,Intel Iris Xe Graphics,,," $1,699.00 ",21,35679,384
Dell,Dell Latitude,12 Inches,,,Core i7 6600U,8 GB,Windows 10 Pro,,Integrated,Intel HD Graphics 520,2.6 GHz,4, $275.00 ,12,3300,328
Lenovo,ThinkBook 13s G4 IAP,13.3 Inches,,256 GB,Core i5,8 GB,Windows 11 Pro,,Integrated,Intel,1.7 GHz,, $999.99 ,54,53999.46,469
Dell,Latitude 9520,15 Inches,,512 GB,Core i7 Family,16 GB,Windows 10 Pro,,Integrated,Integrated Iris Xe Graphics,3 GHz,," $1,787.62 ",25,44690.5,361
Dell,G15 5521 Laptop,15.6 Inches,Black,1000 GB,Core i9,16 GB,Windows 11 Home,,Integrated,NVIDIA GeForce RTX 3070 Ti,,," $2,102.99 ",27,56780.73,196
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4070,,, $639.99 ,52,33279.48,81
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,599.00 ",29,46371,284
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $999.99 ,34,33999.66,333
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $1,638.95 ",41,67196.95,228
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $975.99 ,19,18543.81,268
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,557.79 ",32,49849.28,306
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $656.85 ,22,14450.7,155
Dell,Precision 7770,17 Inches,,1.5 TB,Intel Core i7,64 GB,Windows 11 Pro,Anti-glare,Dedicated,NVIDIA GeForce RTX A4500,,," $1,599.00 ",52,83148,99
Alienware,R1,15.6 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 10,Anti-glare,Integrated,,,3.9, $589.99 ,46,27139.54,400
MSI,GS66 Stealth 10UE-498,15.6 Inches,Core Black,2 TB,Core i7 Family,32 GB,Windows 10 Home,Anti-glare,Dedicated,,,3.7, $639.99 ,39,24959.61,173
Dell,Dell Inspiron,14 Inches,Silver,256 GB,Core i7,16 GB,Windows 10,Backlit Kb,Integrated,,,, $699.00 ,36,25164,157
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $589.99 ,51,30089.49,459
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7," $1,699.00 ",52,88348,475
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4," $1,576.57 ",46,72522.22,128
Lenovo,X230,12.5 Inches,Black,128 GB,Core i5,4 GB,Windows 7 Professional,Fingerprint Reader,Integrated,,,3.6, $179.00 ,46,8234,113
Dell,Precision 7770,17.3 Inches,,512 GB,Core i7 Family,64 GB,Windows 10 Pro,Anti-glare,Dedicated,NVIDIA RTX A3000 12GB GDDR6,,," $1,599.00 ",50,79950,152
Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,, $589.99 ,28,16519.72,307
Dell,Dell XPS 13 9300,11.6 Inches,,256 GB,Unknown,8 GB,Windows 10,,Integrated,Intel,3.6 GHz,3, $639.99 ,27,17279.73,390
Dell,XPS 9520 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i7,16 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3050,,," $1,155.99 ",39,45083.61,192
Dell,Latitude 7520 Laptop,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,, $589.99 ,50,29499.5,203
Dell,Latitude 5530 Laptop,15.6 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,, $389.99 ,23,8969.77,241
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $777.02 ,20,15540.4,444
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $569.77 ,46,26209.42,405
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $1,012.99 ",25,25324.75,426
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $389.99 ,45,17549.55,167
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,999.00 ",54,107946,164
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,499.00 ",34,50966,233
Dell,Latitude 3520,15.6 Inches,,256 GB,Core i5,16 GB,Windows 10 Pro,,Integrated,Intel Iris Xe Graphics,2.4 GHz,," $3,611.89 ",60,216713.4,328
Dell,Chromebook 11 3000,11.6 Inches,Black,,Celeron,4 GB,Chrome OS,Anti-glare Screen,"HD Graphics, Integrated",Intel HD Graphics,,, $286.43 ,26,7447.18,237
hp,HP Omen,15.6 Inches,Black,512 GB,Corei7-10750H,16 GB,Windows 10,Anti-glare,Dedicated,,,4.5," $1,599.00 ",54,86346,396
Elo,EloPOS,22 Inches,Black,,Core i5,8 GB,Linux,,,,,," $3,799.99 ",31,117799.69,442
Dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,1000 GB,Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3080,,5, $999.99 ,17,16999.83,308
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $1,125.99 ",50,56299.5,265
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $999.99 ,27,26999.73,168
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4," $1,026.13 ",27,27705.51,405
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $2,499.00 ",64,159936,81
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,239.77 ",63,78105.51,247
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $999.99 ,35,34999.65,337
Lenovo,ThinkPad P15 Gen 1 with Nvidia Quadro RTX 4000 Max-Q Design,15.6 Inches,Black,1 TB,Core i7 Family,64 GB,Windows 10 Pro,,Dedicated,NVIDIA Quadro RTX 4000 with Max-Q Design 8GB GDDR6,,, $999.99 ,43,42999.57,137
Lenovo,Lenovo Thinkpad,14 Inches,Black,1 TB,Core i7,24 GB,Windows 10 Pro,"Anti-glare,Fingerprint Reader,Stereo Speakers",Integrated,,,3.7, $999.99 ,47,46999.53,299
LG,14T90P-K.AAB9U1,14 Inches,Black,1 TB,Core i7 Family,16 GB,Windows 11 Home,Lightweight,Integrated,,,4.1, $459.99 ,56,25759.44,265
Dell,Dell XPS 15 9520,15.6 Inches,Silver,512 GB,Core i7,64 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3050 Ti,,," $1,599.00 ",18,28782,192
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $2,603.00 ",20,52060,407
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $389.99 ,38,14819.62,222
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $953.82 ,24,22891.68,167
Dell,Alienware X14 Laptop,14 Inches,Lunar Light,2000 GB,Core i7,32 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3060,,, $751.06 ,20,15021.2,476
Dell,Dell Inspiron,17.3 Inches,,2 TB,Core i7,16 GB,Windows 10 Home,,Dedicated,NVIDIA GeForce MX230,,4.5," $1,649.95 ",53,87447.35,115
Dell,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $1,469.44 ",18,26449.92,262
Lenovo,ThinkPad L14 Gen 3,14 Inches,,256 GB,Core i5,8 GB,Windows 11,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,,," $2,102.99 ",39,82016.61,117
Dell,Latitude Rugged 5430 Laptop,14 Inches,Silver,512 GB,Core i5,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,," $1,799.00 ",20,35980,483
Dell,Latitude 9330 2-in-1,13.3 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,," $1,499.00 ",55,82445,307
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $589.99 ,42,24779.58,246
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $589.99 ,51,30089.49,306
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $1,680.56 ",53,89069.68,414
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $767.11 ,50,38355.5,444
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,749.99 ",64,111999.36,103
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,599.00 ",15,23985,315
Lenovo,21EM001GUS,13 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,,,, $999.99 ,46,45999.54,89
Lenovo,Lenovo Thinkpad,17.3 Inches,,,Core i7,32 GB,Windows,Backlit Keyboard,Integrated,,,," $1,488.13 ",49,72918.37,102
Dell,Inspiron 3511,15.6 Inches,,1 TB,Core i5,16 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics,1 GHz,," $1,715.99 ",64,109823.36,321
Dell,Latitude,15.6 Inches,,512 GB,Core i7,8 GB,Windows 11 Pro,Anti-glare,Integrated,Intel Iris Xe Graphics,,, $629.49 ,40,25179.6,307
SAMSUNG,Galaxy Book Odyssey,15.6 Inches,,1 TB,Intel Core i7,16 GB,Windows 11 Home,"Backlit Kb,Fingerprint Reader",Dedicated,NVIDIA GeForce RTX 3050 Ti Max-Q Graphics,,4.7, $899.99 ,21,18899.79,96
Alienware,AWm15-7830SLV-PUS,15.6 Inches,,1000 GB,Core i7 8750H,16 GB,Windows 10 Home,Anti-glare,Dedicated,NVIDIA GeForce GTX 1060,,4.1," $1,021.99 ",45,45989.55,155
Dell,Latitude 5320 2-in-1,13.3 Inches,Black,1000 GB,Core i5,8 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,, $459.99 ,12,5519.88,182
Dell,Inspiron 5625 Laptop,16 Inches,"Grey, Gray, Platinum Silver",512 GB,AMD Ryzen 7,16 GB,Windows 11 Pro,,Integrated,AMD Integrated Graphics,,," $1,091.99 ",62,67703.38,420
Lenovo,ThinkPad,14 Inches,,256 GB,Core i5-5200U,8 GB,Windows 10,"Backlit Keyboard,Fingerprint Reader","Integrated, Dedicated",Intel Graphics Integrated,,3.3," $1,699.00 ",35,59465,307
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $3,164.87 ",17,53802.79,453
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $589.99 ,41,24189.59,86
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $639.99 ,35,22399.65,188
Lenovo,13w Yoga,13.3 Inches,,256 GB,Ryzen 5,8 GB,Windows 11 Pro,Information Not Available,Radeon Graphics,AMD Radeon Graphics,,, $508.00 ,26,13208,376
Dell,Inspiron 3511,15.6 Inches,,1 TB,Core i5,32 GB,Windows 11 Home,,Integrated,Intel UHD Graphics,1 GHz,, $589.99 ,60,35399.4,250
Dell,Latitude,14 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,"High Definition Audio, Anti Glare Coating, Memory Card Slot",Integrated,,,5," $1,808.99 ",23,41606.77,128
Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $1,839.00 ",27,49653,144
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $999.99 ,27,26999.73,194
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $369.00 ,49,18081,453
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $458.14 ,45,20616.3,480
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,009.99 ",59,59589.41,303
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $999.99 ,34,33999.66,349
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,749.33 ",57,99711.81,80
Dell,Latitude 3320 Laptop,13.3 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,599.00 ",58,92742,105
Dell,Latitude 7430 Laptop,14 Inches,Aluminum,1000 GB,Core i7,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,4," $1,599.00 ",21,33579,487
Lenovo,ThinkPad P15 Gen 2,15.6 Inches,Black,1 TB,Core i7 Family,32 GB,Windows 10 Pro,Anti-glare Screen,RTX A2000,,,," $1,247.21 ",57,71090.97,357
Dell,Inspiron 3515,15.6 Inches,,256 GB,AMD R Series,8 GB,Windows 10 Pro,,Integrated,AMD Radeon Graphics,2.1 GHz,, $212.32 ,18,3821.76,348
Dell,XPS 15 7590,15.6 Inches,,1 TB,Intel Core Duo,32 GB,Windows 10 Pro,"Chiclet,Fingerprint Reader",Dedicated,NVIDIA GeForce GTX 1650,,3," $3,466.81 ",31,107471.11,207
Dell,XPS 9320 Laptop,13.4 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Home,,Integrated,Intel Integrated Graphics,,, $999.99 ,33,32999.67,340
Lenovo,ThinkPad E15,15.6 Inches,,1000 GB,Core i7,24 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,1.7 GHz,, $953.82 ,43,41014.26,224
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $1,269.99 ",32,40639.68,86
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $589.99 ,59,34809.41,443
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $589.99 ,21,12389.79,115
Dell,Precision,15.6 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 10,,Dedicated,Radeon Pro WX Vega M GL,,1, $111.05 ,41,4553.05,285
Dell,,14 Inches,,32 GB,Core i7,32 GB,,Backlit Kb,Integrated,,1.7 GHz,4.3," $1,275.99 ",62,79111.38,222
Dell,Inspiron 5425 Laptop,14 Inches,"Gray, Grey, Platinum Silver",512 GB,AMD Ryzen 7,16 GB,Windows 11 Home,,Integrated,AMD Integrated Graphics,,5, $276.98 ,25,6924.5,371
Dell,Latitude 5430 Laptop,14 Inches,Black,1000 GB,Core i7,64 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,," $1,942.83 ",42,81598.86,177
Lenovo,ThinkPad X1 Carbon Gen 8,14 Inches,Black,512 GB,,16 GB,Windows 10,Anti-glare,Integrated,Intel UHD Graphics,,3.8, $900.89 ,63,56756.07,83
Razer,Blade 15,15.6 Inches,Black,,Corei7-10750H,16 GB,Windows 10 Home,Backlit Keyboard,RTX 3070,NVIDIA GeForce TRX 3070,,4.2," $1,299.00 ",29,37671,130
Dell,Vostro 3520 Laptop,15.6 Inches,Black,256 GB,Core i5,8 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,, $750.74 ,27,20269.98,394
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $289.95 ,43,12467.85,190
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,," $1,523.03 ",57,86812.71,231
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $639.99 ,40,25599.6,104
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $2,340.99 ",21,49160.79,257
